annotation_lbl,category,sentence
bit_fic_1843_7074.txt-991-19_Bits_fic_1856_1281.txt-3685-0,Closely Related,"Mr. Brown then was nominated as cook; but as he insisted that he could cook "" never a bit of a male but only roast potatoes, "" and we had unluckily no potatoes stored, the important office was after due deliberation bestowed on the chairman himself. || Bits of artificial flowers are strewn about the carpet, a shawl is seen thrown over one chair, a mantle over another; the light is half shut off-everything bears evidence of the gaieties of luxurious life, the sumptuous revel and the debauch."
bit_fic_1843_7074.txt-991-19_bit_fic_1840_7332.txt-1696-11,Identical,"Mr. Brown then was nominated as cook; but as he insisted that he could cook "" never a bit of a male but only roast potatoes, "" and we had unluckily no potatoes stored, the important office was after due deliberation bestowed on the chairman himself. || I say, stranger, here's a house -- a bit of a tavern, I suppose; yes, there are wagons -- and there's a light in the bar-room -- they be in"
bit_fic_1848_7193.txt-4338-5_bit_fic_2007_33609.txt-17-5,Closely Related,""" Just read me a bit of fresh Court news, will you? "" || Mama only ate a little bit of the breast and some of the gravy."
bit_fic_1848_7193.txt-4338-5_bits_nf_1837_757476.txt-537-19,Closely Related,""" Just read me a bit of fresh Court news, will you? "" || Lay it on a stand or trivet in a deep dish or pan, and stick it over with bits of butter rolled in flour."
bit_fic_1848_7193.txt-9902-12_bit_fic_1848_7193.txt-4338-5,Closely Related,"And now I'll take some bread and cheese, or a bit of cold chicken and a mug of cider, with a pipe of tobacco. || "" Just read me a bit of fresh Court news, will you? """
bit_fic_1848_7193.txt-9902-12_bit_fic_2007_52343.txt-275-5,Closely Related,"And now I'll take some bread and cheese, or a bit of cold chicken and a mug of cider, with a pipe of tobacco. || you offer me for the bit I can tell? """
bit_fic_1856_1552.txt-8126-21_bit_fic_1849_7167.txt-913-19,Closely Related,"who was only thirty-four; and Miss Ellen whispered back, in reply: -- "" She hasn't the slightest bit of shame! "" || Joseph, "" said I, interrupting him, "" you'll spoil that book; here's a bit of paper, if you wish to make more calculations. """
bit_fic_1856_1552.txt-8126-21_bit_fic_1964_10453.txt-834-4,Closely Related,"who was only thirty-four; and Miss Ellen whispered back, in reply: -- "" She hasn't the slightest bit of shame! "" || There's always a bit of money to be had for a worthy cause in Boston."
bit_fic_1856_1552.txt-8126-21_bit_fic_2000_29253.txt-333-7,Identical,"who was only thirty-four; and Miss Ellen whispered back, in reply: -- "" She hasn't the slightest bit of shame! "" || The man had good shoulders and a bit of pudge at the middle."
bit_fic_1964_10453.txt-834-4_Bits_fic_1856_1281.txt-3685-0,Closely Related,"There's always a bit of money to be had for a worthy cause in Boston. || Bits of artificial flowers are strewn about the carpet, a shawl is seen thrown over one chair, a mantle over another; the light is half shut off-everything bears evidence of the gaieties of luxurious life, the sumptuous revel and the debauch."
bit_fic_1998_43216.txt-276-4_bit_fic_1848_7193.txt-4338-5,Distantly Related,"I 'm feeling a bit faint from the heat, "" Lady Dustan said. || "" Just read me a bit of fresh Court news, will you? """
bit_fic_2000_29253.txt-333-7_bit_fic_1848_7193.txt-9902-12,Identical,"The man had good shoulders and a bit of pudge at the middle. || And now I'll take some bread and cheese, or a bit of cold chicken and a mug of cider, with a pipe of tobacco."
bit_fic_2007_33609.txt-17-5_bit_fic_1823_7248.txt-2489-20,Unrelated,"Mama only ate a little bit of the breast and some of the gravy. || Brother, ' said I, as we stood side by side, again, holding our horses by the bit and throat lash, to steady them, under the movement of the boat -- this is the third time that"
bit_fic_2007_33609.txt-17-5_bit_fic_1843_7074.txt-991-19,Identical,"Mama only ate a little bit of the breast and some of the gravy. || Mr. Brown then was nominated as cook; but as he insisted that he could cook "" never a bit of a male but only roast potatoes, "" and we had unluckily no potatoes stored, the important office was after due deliberation bestowed on the chairman himself."
bit_fic_2007_52343.txt-275-5_Bits_fic_1856_1281.txt-3685-0,Closely Related,"you offer me for the bit I can tell? "" || Bits of artificial flowers are strewn about the carpet, a shawl is seen thrown over one chair, a mantle over another; the light is half shut off-everything bears evidence of the gaieties of luxurious life, the sumptuous revel and the debauch."
bit_news_1987_668817.txt-35-9_Bits_fic_1856_1281.txt-3685-0,Distantly Related,"If we hike our dresses up just a little bit, it means it ' s a dance from an area of dry land, "" says Endo. "" || Bits of artificial flowers are strewn about the carpet, a shawl is seen thrown over one chair, a mantle over another; the light is half shut off-everything bears evidence of the gaieties of luxurious life, the sumptuous revel and the debauch."
bit_news_1987_668817.txt-35-9_bit_fic_1856_1552.txt-8126-21,Closely Related,"If we hike our dresses up just a little bit, it means it ' s a dance from an area of dry land, "" says Endo. "" || who was only thirty-four; and Miss Ellen whispered back, in reply: -- "" She hasn't the slightest bit of shame! """
bit_news_1987_668817.txt-35-9_bit_fic_2000_29253.txt-333-7,Closely Related,"If we hike our dresses up just a little bit, it means it ' s a dance from an area of dry land, "" says Endo. "" || The man had good shoulders and a bit of pudge at the middle."
bit_news_1987_668817.txt-35-9_bit_fic_2007_33609.txt-17-5,Closely Related,"If we hike our dresses up just a little bit, it means it ' s a dance from an area of dry land, "" says Endo. "" || Mama only ate a little bit of the breast and some of the gravy."
bit_news_1987_668817.txt-35-9_bits_nf_1837_757476.txt-537-19,Closely Related,"If we hike our dresses up just a little bit, it means it ' s a dance from an area of dry land, "" says Endo. "" || Lay it on a stand or trivet in a deep dish or pan, and stick it over with bits of butter rolled in flour."
bits_nf_1837_757476.txt-537-19_bit_fic_1823_7248.txt-2489-20,Distantly Related,"Lay it on a stand or trivet in a deep dish or pan, and stick it over with bits of butter rolled in flour. || Brother, ' said I, as we stood side by side, again, holding our horses by the bit and throat lash, to steady them, under the movement of the boat -- this is the third time that"
chef_fic_1827_7168.txt-915-10_chef_news_2007_637870.txt-20-6,Distantly Related,"his tour, for his return was accompanied by sundry chef d'oeuvres of the Dutch artists, as is remembered to this day, from his unbounded liberality -- for in the generosity of his heart he bestowed on the Stadt one Amsterdam Apollo without a nose, moulded at the lime kilns in Overyssel; a Venus, cut by Edric Vanderkunderspuke, without a leg; and a Cupid and Psyche without heads but of admirable form, the one being dressed in a field marshal's uniform and the other in a hoop and stomacher. || Barber is no ordinary ' cue chef, either."
chef_fic_1827_7168.txt-915-10_chefs_nf_1977_774125.txt-1398-15,Closely Related,"his tour, for his return was accompanied by sundry chef d'oeuvres of the Dutch artists, as is remembered to this day, from his unbounded liberality -- for in the generosity of his heart he bestowed on the Stadt one Amsterdam Apollo without a nose, moulded at the lime kilns in Overyssel; a Venus, cut by Edric Vanderkunderspuke, without a leg; and a Cupid and Psyche without heads but of admirable form, the one being dressed in a field marshal's uniform and the other in a hoop and stomacher. || Now, Bocuse knows all this, and he is one of the most brilliant chefs in France."
chef_fic_2005_50340.txt-357-17_chef_mag_2002_397228.txt-0-30,Identical,"Jean-Paul had thrown together the food, though he rarely cooked at home: he was a chef now, in his father's restaurant. || @@397228 // Hurtling toward American Idol's hotly anticipated climax, finalists Kelly Clarkson, Nikki McKibbin and Justin Guarini savor living large in a mansion equipped with a personal chef (and an on-call shrink) Sunup on L.A.'s Mulholland Drive and the only evidence Tamyra Gray ever dwelled here with the other American Idol finalists is a note she left behind, like some message from a reality-TV ghost."
chef_mag_1836_554393.txt-176-6_chef_mag_1986_432289.txt-29-3,Identical,"He boasted of having been a chef de brigade in the republican armies of France; but, such was his ardor in the cause, that he accepted the humble rank of chef de cuisine in the service of Toledo. || Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist."
